,true_value,is_correct,predicted_value
2631,8,1,8.0
2632,8,1,8.0
2633,2,1,2.0
2634,0,1,0.0
2635,7,1,7.0
2636,2,0,4.0
2637,4,1,4.0
2638,0,1,0.0
2639,3,1,3.0
2640,1,1,1.0
2641,0,1,0.0
2642,8,1,8.0
2643,1,1,1.0
2644,7,1,7.0
2645,7,1,7.0
2646,2,0,8.0
2647,6,0,4.0
2648,3,1,3.0
2649,1,1,1.0
2650,2,0,4.0
2651,7,1,7.0
2652,0,0,6.0
2653,0,0,6.0
2654,0,1,0.0
2655,6,0,3.0
2656,2,1,2.0
2657,7,1,7.0
2658,2,1,2.0
2659,8,0,6.0
2660,3,1,3.0
2661,6,0,2.0
2662,3,1,3.0
2663,0,1,0.0
2664,9,1,9.0
2665,7,1,7.0
2666,3,1,3.0
2667,5,0,7.0
2668,4,1,4.0
2669,9,1,9.0
2670,6,1,6.0
2671,4,0,2.0
2672,5,1,5.0
2673,0,1,0.0
2674,6,1,6.0
2675,8,1,8.0
2676,4,1,4.0
2677,0,1,0.0
2678,4,1,4.0
2679,4,1,4.0
2680,0,1,0.0
2681,4,1,4.0
2682,1,1,1.0
2683,6,1,6.0
2684,4,1,4.0
2685,3,0,6.0
2686,7,1,7.0
2687,1,1,1.0
2688,3,0,0.0
2689,6,0,4.0
2690,4,0,3.0
2691,1,1,1.0
2692,1,1,1.0
2693,5,1,5.0
2694,6,0,4.0
2695,3,1,3.0
2696,8,1,8.0
2697,3,1,3.0
2698,4,0,3.0
2699,1,1,1.0
2700,7,1,7.0
2701,4,1,4.0
2702,9,1,9.0
2703,8,1,8.0
2704,8,1,8.0
2705,4,1,4.0
2706,5,1,5.0
2707,5,1,5.0
2708,6,1,6.0
2709,7,1,7.0
2710,3,1,3.0
2711,9,1,9.0
2712,1,1,1.0
2713,0,1,0.0
2714,5,1,5.0
2715,3,1,3.0
2716,7,1,7.0
2717,0,0,6.0
2718,1,1,1.0
2719,1,1,1.0
2720,8,1,8.0
2721,3,0,0.0
2722,2,1,2.0
2723,0,1,0.0
2724,5,1,5.0
2725,9,1,9.0
2726,6,0,0.0
2727,3,1,3.0
2728,8,1,8.0
2729,1,1,1.0
2730,0,1,0.0
2731,4,1,4.0
2732,6,0,8.0
2733,2,0,4.0
2734,4,1,4.0
2735,8,1,8.0
2736,3,1,3.0
2737,4,1,4.0
2738,2,1,2.0
2739,1,0,0.0
2740,9,1,9.0
2741,1,0,4.0
2742,7,1,7.0
2743,9,1,9.0
2744,5,1,5.0
2745,7,1,7.0
2746,6,0,2.0
2747,1,1,1.0
2748,5,1,5.0
2749,8,1,8.0
2750,8,1,8.0
2751,2,0,4.0
2752,6,1,6.0
2753,4,1,4.0
2754,6,0,2.0
2755,3,1,3.0
2756,1,1,1.0
2757,6,0,2.0
2758,4,1,4.0
2759,0,1,0.0
2760,3,1,3.0
2761,9,1,9.0
2762,8,1,8.0
2763,4,1,4.0
2764,0,1,0.0
2765,8,1,8.0
2766,4,1,4.0
2767,3,1,3.0
2768,9,1,9.0
2769,7,1,7.0
2770,1,1,1.0
2771,1,1,1.0
2772,7,0,9.0
2773,5,1,5.0
2774,1,1,1.0
2775,9,1,9.0
2776,4,0,2.0
2777,4,1,4.0
2778,2,0,4.0
2779,4,0,3.0
2780,8,1,8.0
2781,6,1,6.0
2782,7,1,7.0
2783,1,1,1.0
2784,3,1,3.0
2785,0,1,0.0
2786,7,1,7.0
2787,3,1,3.0
2788,5,1,5.0
2789,8,1,8.0
2790,1,1,1.0
2791,4,1,4.0
2792,2,1,2.0
2793,3,1,3.0
2794,4,1,4.0
2795,8,1,8.0
2796,8,1,8.0
2797,8,1,8.0
2798,4,0,3.0
2799,8,1,8.0
2800,1,1,1.0
2801,8,1,8.0
2802,9,1,9.0
2803,3,1,3.0
2804,0,1,0.0
2805,6,1,6.0
2806,0,1,0.0
2807,2,0,4.0
2808,9,1,9.0
2809,7,1,7.0
2810,3,1,3.0
2811,7,0,9.0
2812,0,1,0.0
2813,1,1,1.0
2814,3,1,3.0
2815,5,1,5.0
2816,9,1,9.0
2817,3,0,5.0
2818,0,1,0.0
2819,5,1,5.0
2820,0,1,0.0
2821,5,1,5.0
2822,8,1,8.0
2823,7,1,7.0
2824,3,1,3.0
2825,6,0,2.0
2826,2,1,2.0
2827,8,1,8.0
2828,0,0,6.0
2829,0,1,0.0
2830,9,1,9.0
2831,3,0,1.0
2832,0,1,0.0
2833,5,1,5.0
2834,8,1,8.0
2835,1,1,1.0
2836,1,1,1.0
2837,2,1,2.0
2838,6,1,6.0
2839,6,0,0.0
2840,6,0,0.0
2841,8,1,8.0
2842,6,0,4.0
2843,6,0,2.0
2844,3,1,3.0
2845,3,1,3.0
2846,9,1,9.0
2847,5,0,7.0
2848,4,1,4.0
2849,3,1,3.0
2850,3,1,3.0
2851,1,1,1.0
2852,8,1,8.0
2853,1,1,1.0
2854,5,1,5.0
2855,2,1,2.0
2856,6,0,0.0
2857,0,1,0.0
2858,7,1,7.0
2859,9,1,9.0
2860,3,1,3.0
2861,2,1,2.0
2862,7,1,7.0
2863,1,1,1.0
2864,7,1,7.0
2865,6,0,4.0
2866,1,1,1.0
2867,6,0,4.0
2868,2,1,2.0
2869,6,0,8.0
2870,6,0,2.0
2871,7,1,7.0
2872,0,1,0.0
2873,4,1,4.0
2874,9,1,9.0
2875,3,1,3.0
2876,2,1,2.0
2877,5,0,9.0
2878,0,1,0.0
2879,8,1,8.0
2880,6,0,2.0
2881,2,1,2.0
2882,6,0,4.0
2883,7,0,9.0
2884,4,1,4.0
2885,2,0,4.0
2886,1,1,1.0
2887,1,1,1.0
2888,0,1,0.0
2889,3,1,3.0
2890,5,1,5.0
2891,5,1,5.0
2892,2,1,2.0
2893,6,1,6.0
2894,2,0,4.0
2895,1,1,1.0
2896,8,1,8.0
2897,0,0,8.0
2898,3,1,3.0
2899,4,1,4.0
2900,3,1,3.0
2901,4,1,4.0
2902,2,1,2.0
2903,9,1,9.0
2904,2,1,2.0
2905,8,0,1.0
2906,9,1,9.0
2907,6,0,4.0
2908,2,0,0.0
2909,0,1,0.0
2910,6,0,8.0
2911,4,1,4.0
2912,5,0,9.0
2913,4,1,4.0
2914,7,0,9.0
2915,8,1,8.0
2916,1,1,1.0
2917,6,0,4.0
2918,3,1,3.0
2919,4,0,2.0
2920,2,0,4.0
2921,9,1,9.0
2922,4,1,4.0
2923,3,1,3.0
2924,5,0,7.0
2925,1,1,1.0
2926,2,0,4.0
2927,6,0,2.0
2928,0,1,0.0
2929,1,1,1.0
2930,1,1,1.0
2931,0,1,0.0
2932,2,1,2.0
2933,6,1,6.0
2934,9,1,9.0
2935,9,0,7.0
2936,0,1,0.0
2937,1,1,1.0
2938,2,1,2.0
2939,4,1,4.0
2940,6,0,3.0
2941,7,1,7.0
2942,6,0,4.0
2943,1,1,1.0
2944,1,1,1.0
2945,7,1,7.0
2946,7,1,7.0
2947,8,1,8.0
2948,7,0,5.0
2949,6,0,2.0
2950,5,0,7.0
2951,1,0,3.0
2952,7,1,7.0
2953,0,0,1.0
2954,0,1,0.0
2955,9,1,9.0
2956,2,0,4.0
2957,1,1,1.0
2958,6,0,4.0
2959,2,1,2.0
2960,2,0,4.0
2961,5,1,5.0
2962,8,1,8.0
2963,5,0,9.0
2964,2,0,4.0
2965,7,0,9.0
2966,8,1,8.0
2967,4,1,4.0
2968,0,1,0.0
2969,9,1,9.0
2970,0,1,0.0
2971,8,1,8.0
2972,1,1,1.0
2973,3,1,3.0
2974,8,1,8.0
2975,2,0,6.0
2976,8,1,8.0
2977,2,1,2.0
2978,0,1,0.0
2979,6,0,2.0
2980,3,1,3.0
2981,8,1,8.0
2982,7,1,7.0
2983,8,1,8.0
2984,2,1,2.0
2985,6,0,2.0
2986,6,0,3.0
2987,6,1,6.0
2988,0,1,0.0
2989,4,1,4.0
2990,5,1,5.0
2991,3,1,3.0
2992,4,1,4.0
2993,1,1,1.0
2994,1,1,1.0
2995,9,1,9.0
2996,7,1,7.0
2997,0,0,3.0
2998,6,0,4.0
2999,2,1,2.0
3000,1,1,1.0
3001,4,1,4.0
3002,2,1,2.0
3003,7,1,7.0
3004,7,0,5.0
3005,1,1,1.0
3006,8,1,8.0
3007,3,0,0.0
3008,8,0,3.0
3009,7,1,7.0
3010,9,1,9.0
3011,8,1,8.0
3012,7,1,7.0
3013,2,1,2.0
3014,7,1,7.0
3015,9,1,9.0
3016,7,1,7.0
3017,2,1,2.0
3018,2,1,2.0
3019,3,0,6.0
3020,6,0,0.0
3021,3,1,3.0
3022,3,1,3.0
3023,9,1,9.0
3024,1,1,1.0
3025,1,1,1.0
3026,4,1,4.0
3027,8,1,8.0
3028,0,1,0.0
3029,9,1,9.0
3030,7,1,7.0
3031,5,1,5.0
3032,2,0,4.0
3033,8,1,8.0
3034,8,1,8.0
3035,3,1,3.0
3036,6,1,6.0
3037,3,1,3.0
3038,0,0,2.0
3039,8,1,8.0
3040,2,0,4.0
3041,2,1,2.0
3042,5,1,5.0
3043,9,1,9.0
3044,2,1,2.0
3045,6,0,3.0
3046,8,1,8.0
3047,3,1,3.0
3048,2,1,2.0
3049,8,1,8.0
3050,3,1,3.0
3051,3,1,3.0
3052,1,0,2.0
3053,1,0,0.0
3054,3,1,3.0
3055,0,1,0.0
3056,1,1,1.0
3057,8,1,8.0
3058,4,1,4.0
3059,1,1,1.0
3060,5,1,5.0
3061,8,1,8.0
3062,1,1,1.0
3063,5,1,5.0
3064,8,1,8.0
3065,0,1,0.0
3066,7,1,7.0
3067,8,0,9.0
3068,7,0,5.0
3069,5,0,9.0
3070,9,0,0.0
3071,5,0,9.0
3072,5,1,5.0
3073,3,1,3.0
3074,0,1,0.0
3075,7,1,7.0
3076,8,1,8.0
3077,4,1,4.0
3078,5,1,5.0
3079,1,1,1.0
3080,6,0,0.0
3081,4,0,2.0
3082,2,0,4.0
3083,4,1,4.0
3084,4,0,3.0
3085,7,1,7.0
3086,7,1,7.0
3087,9,1,9.0
3088,7,1,7.0
3089,2,1,2.0
3090,5,1,5.0
3091,8,1,8.0
3092,5,0,7.0
3093,8,1,8.0
3094,5,1,5.0
3095,3,1,3.0
3096,0,1,0.0
3097,9,1,9.0
3098,7,1,7.0
3099,2,0,4.0
3100,0,1,0.0
3101,6,0,0.0
3102,8,1,8.0
3103,4,0,3.0
3104,0,1,0.0
3105,7,1,7.0
3106,3,1,3.0
3107,7,1,7.0
3108,6,0,4.0
3109,8,1,8.0
3110,4,1,4.0
3111,7,0,9.0
3112,0,1,0.0
3113,0,1,0.0
3114,4,1,4.0
3115,0,1,0.0
3116,6,0,2.0
3117,7,1,7.0
3118,8,1,8.0
3119,1,1,1.0
3120,3,1,3.0
3121,8,1,8.0
3122,1,1,1.0
3123,7,0,5.0
3124,3,1,3.0
3125,6,1,6.0
3126,1,1,1.0
3127,1,1,1.0
3128,6,0,4.0
3129,6,0,0.0
3130,9,1,9.0
3131,8,1,8.0
3132,0,0,2.0
3133,8,1,8.0
3134,2,0,4.0
3135,7,1,7.0
3136,7,1,7.0
3137,1,1,1.0
3138,3,1,3.0
3139,0,1,0.0
3140,3,0,0.0
3141,0,1,0.0
3142,7,1,7.0
3143,8,1,8.0
3144,7,1,7.0
3145,6,1,6.0
3146,5,1,5.0
3147,2,1,2.0
3148,6,1,6.0
3149,7,1,7.0
3150,5,1,5.0
3151,5,1,5.0
3152,8,1,8.0
3153,9,1,9.0
3154,7,1,7.0
3155,3,1,3.0
3156,2,1,2.0
3157,4,1,4.0
3158,8,1,8.0
3159,3,1,3.0
3160,9,1,9.0
3161,5,0,7.0
3162,7,1,7.0
3163,6,0,4.0
3164,2,1,2.0
3165,6,0,2.0
3166,7,1,7.0
3167,3,1,3.0
3168,8,1,8.0
3169,5,1,5.0
3170,1,1,1.0
3171,8,1,8.0
3172,9,1,9.0
3173,2,0,4.0
3174,6,0,2.0
3175,1,1,1.0
3176,4,0,2.0
3177,2,1,2.0
3178,7,1,7.0
3179,4,1,4.0
3180,0,1,0.0
3181,4,1,4.0
3182,4,1,4.0
3183,8,1,8.0
3184,9,1,9.0
3185,7,1,7.0
3186,9,1,9.0
3187,2,0,8.0
3188,6,0,2.0
3189,8,1,8.0
3190,2,0,4.0
3191,6,0,0.0
3192,0,1,0.0
3193,6,1,6.0
3194,3,1,3.0
3195,4,1,4.0
3196,1,1,1.0
3197,5,0,9.0
3198,6,0,4.0
3199,7,1,7.0
3200,5,1,5.0
3201,0,0,3.0
3202,7,0,9.0
3203,6,0,2.0
3204,2,1,2.0
3205,0,0,3.0
3206,5,0,9.0
3207,1,1,1.0
3208,1,1,1.0
3209,3,0,0.0
3210,7,1,7.0
3211,3,0,0.0
3212,8,1,8.0
3213,8,1,8.0
3214,7,1,7.0
3215,5,0,7.0
3216,9,1,9.0
3217,9,1,9.0
3218,5,1,5.0
3219,5,0,7.0
3220,4,0,3.0
3221,0,1,0.0
3222,7,1,7.0
3223,1,1,1.0
3224,4,1,4.0
3225,6,0,4.0
3226,0,1,0.0
3227,9,1,9.0
3228,9,1,9.0
3229,4,0,1.0
3230,6,0,0.0
3231,8,1,8.0
3232,6,0,0.0
3233,5,1,5.0
3234,7,0,5.0
3235,8,1,8.0
3236,0,0,8.0
3237,2,0,4.0
3238,7,1,7.0
3239,6,0,0.0
3240,2,0,6.0
3241,4,1,4.0
3242,8,1,8.0
3243,1,1,1.0
3244,0,0,6.0
3245,4,1,4.0
3246,8,0,2.0
3247,0,1,0.0
3248,7,1,7.0
3249,5,1,5.0
3250,8,1,8.0
3251,7,1,7.0
3252,7,1,7.0
3253,5,0,7.0
3254,5,1,5.0
3255,2,0,0.0
3256,7,1,7.0
3257,6,0,4.0
3258,2,0,3.0
3259,2,1,2.0
3260,0,1,0.0
3261,3,1,3.0
3262,6,0,4.0
3263,2,1,2.0
3264,0,1,0.0
3265,3,0,4.0
3266,9,1,9.0
3267,4,1,4.0
3268,5,1,5.0
3269,4,0,2.0
3270,4,1,4.0
3271,1,1,1.0
3272,2,1,2.0
3273,5,1,5.0
3274,7,0,9.0
3275,0,1,0.0
3276,5,0,9.0
3277,0,1,0.0
3278,2,0,4.0
3279,5,1,5.0
3280,0,1,0.0
3281,4,0,3.0
3282,8,0,6.0
3283,0,1,0.0
3284,2,0,8.0
3285,7,1,7.0
3286,2,1,2.0
3287,7,1,7.0
3288,2,1,2.0
3289,3,1,3.0
3290,4,0,2.0
3291,7,1,7.0
3292,1,1,1.0
3293,2,1,2.0
3294,3,1,3.0
3295,4,1,4.0
3296,2,1,2.0
3297,2,0,4.0
3298,3,1,3.0
3299,9,1,9.0
3300,9,1,9.0
3301,2,0,6.0
3302,8,1,8.0
3303,0,1,0.0
3304,4,1,4.0
3305,0,1,0.0
3306,0,1,0.0
3307,1,1,1.0
3308,9,1,9.0
3309,3,1,3.0
3310,9,1,9.0
3311,0,0,8.0
3312,8,1,8.0
3313,3,0,6.0
3314,9,1,9.0
3315,4,1,4.0
3316,7,1,7.0
3317,9,1,9.0
3318,1,1,1.0
3319,5,1,5.0
3320,8,1,8.0
3321,1,1,1.0
3322,3,1,3.0
3323,6,0,0.0
3324,2,1,2.0
3325,4,1,4.0
3326,8,1,8.0
3327,6,0,3.0
3328,3,1,3.0
3329,3,1,3.0
3330,0,1,0.0
3331,0,1,0.0
3332,0,1,0.0
3333,3,1,3.0
3334,6,0,3.0
3335,1,1,1.0
3336,6,0,4.0
3337,8,1,8.0
3338,6,0,4.0
3339,7,1,7.0
3340,3,1,3.0
3341,0,1,0.0
3342,0,0,6.0
3343,5,1,5.0
3344,8,1,8.0
3345,8,1,8.0
3346,8,1,8.0
3347,6,0,4.0
3348,1,1,1.0
3349,0,1,0.0
3350,8,1,8.0
3351,7,0,9.0
3352,8,1,8.0
3353,5,1,5.0
3354,8,1,8.0
3355,7,1,7.0
3356,0,1,0.0
3357,7,1,7.0
3358,2,1,2.0
3359,7,1,7.0
3360,1,0,3.0
3361,5,1,5.0
3362,5,1,5.0
3363,8,1,8.0
3364,3,1,3.0
3365,2,0,4.0
3366,8,1,8.0
3367,5,1,5.0
3368,9,1,9.0
3369,9,1,9.0
3370,2,0,4.0
3371,0,1,0.0
3372,6,0,4.0
3373,7,1,7.0
3374,1,1,1.0
3375,8,0,7.0
3376,8,1,8.0
3377,8,1,8.0
3378,7,1,7.0
3379,2,1,2.0
3380,0,1,0.0
3381,9,1,9.0
3382,7,1,7.0
3383,9,1,9.0
3384,6,0,4.0
3385,9,1,9.0
3386,4,1,4.0
3387,1,1,1.0
3388,4,1,4.0
3389,7,1,7.0
3390,2,0,4.0
3391,5,1,5.0
3392,2,0,3.0
3393,6,0,4.0
3394,2,1,2.0
3395,9,1,9.0
3396,0,1,0.0
3397,7,1,7.0
3398,1,1,1.0
3399,9,1,9.0
3400,7,1,7.0
3401,6,0,2.0
3402,5,1,5.0
3403,3,0,0.0
3404,8,1,8.0
3405,4,1,4.0
3406,9,1,9.0
3407,3,1,3.0
3408,9,1,9.0
3409,5,1,5.0
3410,7,1,7.0
3411,5,1,5.0
3412,1,1,1.0
3413,3,1,3.0
3414,3,1,3.0
3415,6,0,4.0
3416,6,0,0.0
3417,7,1,7.0
3418,5,0,7.0
3419,3,1,3.0
3420,5,1,5.0
3421,5,0,9.0
3422,8,1,8.0
3423,7,1,7.0
3424,7,1,7.0
3425,4,1,4.0
3426,6,0,4.0
3427,5,1,5.0
3428,5,1,5.0
3429,6,0,1.0
3430,4,1,4.0
3431,8,1,8.0
3432,3,1,3.0
3433,0,1,0.0
3434,9,1,9.0
3435,2,1,2.0
3436,3,0,1.0
3437,2,1,2.0
3438,2,0,8.0
3439,7,0,9.0
3440,4,1,4.0
3441,0,0,6.0
3442,7,0,9.0
3443,1,1,1.0
3444,4,1,4.0
3445,8,1,8.0
3446,1,1,1.0
3447,4,1,4.0
3448,7,1,7.0
3449,8,1,8.0
3450,2,0,4.0
3451,0,0,8.0
3452,7,1,7.0
3453,2,0,4.0
3454,0,1,0.0
3455,2,1,2.0
3456,2,1,2.0
3457,2,0,4.0
3458,2,1,2.0
3459,3,1,3.0
3460,0,1,0.0
3461,5,1,5.0
3462,2,0,4.0
3463,3,1,3.0
3464,2,0,8.0
3465,8,1,8.0
3466,0,0,8.0
3467,0,1,0.0
3468,8,0,7.0
3469,4,1,4.0
3470,6,1,6.0
3471,4,1,4.0
3472,8,1,8.0
3473,3,1,3.0
3474,5,1,5.0
3475,1,1,1.0
3476,3,0,0.0
3477,9,1,9.0
3478,1,1,1.0
3479,4,1,4.0
3480,9,1,9.0
3481,6,0,0.0
3482,7,1,7.0
3483,4,1,4.0
3484,0,0,2.0
3485,0,1,0.0
3486,2,1,2.0
3487,5,1,5.0
3488,6,0,0.0
3489,2,0,3.0
3490,5,1,5.0
3491,6,1,6.0
3492,5,1,5.0
3493,1,1,1.0
3494,7,1,7.0
3495,9,1,9.0
3496,2,0,4.0
3497,6,0,0.0
3498,7,1,7.0
3499,3,1,3.0
3500,0,1,0.0
3501,2,1,2.0
3502,8,1,8.0
3503,1,1,1.0
3504,0,1,0.0
3505,9,1,9.0
3506,9,1,9.0
3507,7,0,9.0
3508,8,1,8.0
3509,4,0,2.0
3510,6,0,4.0
3511,9,1,9.0
3512,7,1,7.0
3513,7,1,7.0
3514,5,1,5.0
3515,8,1,8.0
3516,8,1,8.0
3517,7,1,7.0
3518,5,1,5.0
3519,3,1,3.0
3520,5,1,5.0
3521,5,1,5.0
3522,0,1,0.0
3523,8,1,8.0
3524,9,1,9.0
3525,7,1,7.0
3526,2,0,4.0
3527,1,1,1.0
3528,4,1,4.0
3529,7,1,7.0
3530,1,1,1.0
3531,0,0,3.0
3532,2,0,4.0
3533,3,0,0.0
3534,2,0,4.0
3535,2,0,8.0
3536,9,1,9.0
3537,4,1,4.0
3538,7,1,7.0
3539,7,1,7.0
3540,0,1,0.0
3541,5,1,5.0
3542,0,1,0.0
3543,8,1,8.0
3544,8,1,8.0
3545,6,0,4.0
3546,8,1,8.0
3547,5,1,5.0
3548,6,0,4.0
3549,0,0,3.0
3550,7,1,7.0
3551,3,1,3.0
3552,0,1,0.0
3553,2,0,0.0
3554,2,0,4.0
3555,5,1,5.0
3556,2,0,6.0
3557,0,1,0.0
3558,7,1,7.0
3559,7,1,7.0
3560,7,1,7.0
3561,1,1,1.0
3562,5,1,5.0
3563,2,1,2.0
3564,1,1,1.0
3565,8,1,8.0
3566,5,1,5.0
3567,2,1,2.0
3568,4,0,2.0
3569,8,1,8.0
3570,7,1,7.0
3571,7,1,7.0
3572,6,0,2.0
3573,7,1,7.0
3574,1,1,1.0
3575,0,1,0.0
3576,9,1,9.0
3577,5,1,5.0
3578,3,1,3.0
3579,9,1,9.0
3580,3,1,3.0
3581,5,1,5.0
3582,0,1,0.0
3583,7,1,7.0
3584,4,1,4.0
3585,2,1,2.0
3586,0,1,0.0
3587,1,1,1.0
3588,6,0,2.0
3589,5,1,5.0
3590,9,1,9.0
3591,3,1,3.0
3592,2,1,2.0
3593,8,1,8.0
3594,5,1,5.0
3595,7,1,7.0
3596,3,1,3.0
3597,1,1,1.0
3598,2,0,4.0
3599,0,1,0.0
3600,8,1,8.0
3601,1,1,1.0
3602,8,1,8.0
3603,5,1,5.0
3604,6,1,6.0
3605,9,1,9.0
3606,3,1,3.0
3607,3,1,3.0
3608,8,1,8.0
3609,0,0,8.0
3610,4,1,4.0
3611,2,1,2.0
3612,0,1,0.0
3613,6,0,4.0
3614,4,1,4.0
3615,2,1,2.0
3616,3,1,3.0
3617,4,1,4.0
3618,5,1,5.0
3619,9,1,9.0
3620,1,0,3.0
3621,1,1,1.0
3622,9,1,9.0
3623,4,1,4.0
3624,7,1,7.0
3625,6,0,0.0
3626,4,0,3.0
3627,1,0,2.0
3628,0,1,0.0
3629,0,1,0.0
3630,7,0,9.0
3631,7,1,7.0
3632,0,1,0.0
3633,7,1,7.0
3634,8,1,8.0
3635,0,1,0.0
3636,5,1,5.0
3637,6,1,6.0
3638,4,1,4.0
3639,4,1,4.0
3640,8,0,7.0
3641,9,1,9.0
3642,7,1,7.0
3643,4,1,4.0
3644,9,1,9.0
3645,5,1,5.0
3646,3,1,3.0
3647,7,1,7.0
3648,2,1,2.0
3649,4,0,2.0
3650,1,1,1.0
3651,9,1,9.0
3652,7,1,7.0
3653,8,1,8.0
3654,1,1,1.0
3655,3,1,3.0
3656,9,1,9.0
3657,3,1,3.0
3658,6,0,4.0
3659,7,0,9.0
3660,8,1,8.0
3661,6,0,4.0
3662,5,1,5.0
3663,6,0,8.0
3664,7,0,9.0
3665,9,1,9.0
3666,9,1,9.0
3667,7,1,7.0
3668,0,1,0.0
3669,6,0,4.0
3670,2,1,2.0
3671,3,1,3.0
3672,4,1,4.0
3673,2,1,2.0
3674,9,1,9.0
3675,5,1,5.0
3676,3,1,3.0
3677,9,1,9.0
3678,2,0,4.0
3679,8,1,8.0
3680,8,1,8.0
3681,6,0,0.0
3682,0,1,0.0
3683,4,1,4.0
3684,1,0,3.0
3685,9,1,9.0
3686,3,1,3.0
3687,3,1,3.0
3688,5,1,5.0
3689,1,0,3.0
3690,5,0,9.0
3691,5,1,5.0
3692,9,1,9.0
3693,2,1,2.0
3694,8,1,8.0
3695,5,1,5.0
3696,5,1,5.0
3697,9,1,9.0
3698,5,1,5.0
3699,4,0,1.0
3700,6,0,0.0
3701,7,0,9.0
3702,3,1,3.0
3703,5,0,9.0
3704,4,1,4.0
3705,2,1,2.0
3706,3,0,4.0
3707,9,1,9.0
3708,4,0,2.0
3709,8,1,8.0
3710,1,1,1.0
3711,9,1,9.0
3712,2,1,2.0
3713,6,1,6.0
3714,2,0,4.0
3715,4,1,4.0
3716,8,1,8.0
3717,8,1,8.0
3718,7,1,7.0
3719,7,1,7.0
3720,3,1,3.0
3721,9,1,9.0
3722,3,1,3.0
3723,9,1,9.0
3724,6,0,0.0
3725,8,1,8.0
3726,2,0,4.0
3727,6,1,6.0
3728,9,1,9.0
3729,0,1,0.0
3730,4,0,3.0
3731,4,1,4.0
3732,5,1,5.0
3733,7,0,9.0
3734,0,1,0.0
3735,4,1,4.0
3736,6,0,4.0
3737,4,1,4.0
3738,1,1,1.0
3739,3,1,3.0
3740,1,1,1.0
3741,6,1,6.0
3742,7,1,7.0
3743,8,1,8.0
3744,8,1,8.0
3745,9,1,9.0
3746,7,1,7.0
3747,0,0,6.0
3748,5,1,5.0
3749,7,1,7.0
3750,3,1,3.0
3751,6,1,6.0
3752,0,1,0.0
3753,4,1,4.0
3754,0,1,0.0
3755,3,1,3.0
3756,6,0,4.0
3757,8,1,8.0
3758,8,1,8.0
3759,8,1,8.0
3760,0,1,0.0
3761,2,1,2.0
3762,3,1,3.0
3763,2,0,4.0
3764,8,1,8.0
3765,8,0,2.0
3766,1,1,1.0
3767,4,1,4.0
3768,1,1,1.0
3769,1,1,1.0
3770,6,1,6.0
3771,3,1,3.0
3772,2,1,2.0
3773,2,1,2.0
3774,8,1,8.0
3775,0,1,0.0
3776,0,1,0.0
3777,4,1,4.0
3778,1,1,1.0
3779,3,0,0.0
3780,2,1,2.0
3781,7,1,7.0
3782,0,1,0.0
3783,6,0,4.0
3784,7,1,7.0
3785,9,1,9.0
3786,9,1,9.0
3787,6,0,2.0
3788,7,1,7.0
3789,0,1,0.0
3790,9,1,9.0
3791,9,1,9.0
3792,8,1,8.0
3793,4,1,4.0
3794,8,1,8.0
3795,3,1,3.0
3796,4,1,4.0
3797,0,1,0.0
3798,9,1,9.0
3799,6,0,4.0
3800,6,0,4.0
3801,4,1,4.0
3802,3,1,3.0
3803,8,1,8.0
3804,4,0,6.0
3805,3,1,3.0
3806,6,0,2.0
3807,9,1,9.0
3808,6,1,6.0
3809,4,1,4.0
3810,7,1,7.0
3811,4,0,3.0
3812,7,1,7.0
3813,8,1,8.0
3814,8,1,8.0
3815,2,1,2.0
3816,2,0,4.0
3817,8,1,8.0
3818,8,1,8.0
3819,0,1,0.0
3820,1,1,1.0
3821,5,1,5.0
3822,8,1,8.0
3823,9,1,9.0
3824,8,1,8.0
3825,7,1,7.0
3826,1,0,2.0
3827,0,1,0.0
3828,3,1,3.0
3829,6,0,1.0
3830,6,0,0.0
3831,0,1,0.0
3832,9,1,9.0
3833,3,1,3.0
3834,9,1,9.0
3835,9,1,9.0
3836,1,1,1.0
3837,5,1,5.0
3838,9,1,9.0
3839,4,0,3.0
3840,1,1,1.0
3841,7,1,7.0
3842,0,1,0.0
3843,1,1,1.0
3844,0,1,0.0
3845,5,1,5.0
3846,3,1,3.0
3847,8,1,8.0
3848,8,1,8.0
3849,4,1,4.0
3850,1,1,1.0
3851,7,1,7.0
3852,0,1,0.0
3853,5,1,5.0
3854,0,1,0.0
3855,4,1,4.0
3856,1,1,1.0
3857,7,1,7.0
3858,1,1,1.0
3859,7,1,7.0
3860,9,1,9.0
3861,6,0,4.0
3862,3,1,3.0
3863,9,1,9.0
3864,6,0,2.0
3865,2,0,4.0
3866,5,0,9.0
3867,3,1,3.0
3868,5,1,5.0
3869,8,1,8.0
3870,8,1,8.0
3871,2,0,4.0
3872,4,1,4.0
3873,7,1,7.0
3874,7,1,7.0
3875,4,1,4.0
3876,6,0,2.0
3877,0,1,0.0
3878,5,0,7.0
3879,5,1,5.0
3880,2,0,3.0
3881,6,0,8.0
3882,2,0,4.0
3883,5,0,7.0
3884,6,0,4.0
3885,8,1,8.0
3886,5,1,5.0
3887,6,0,2.0
3888,9,1,9.0
3889,1,1,1.0
3890,3,1,3.0
3891,1,1,1.0
3892,4,1,4.0
3893,5,1,5.0
3894,9,1,9.0
3895,0,0,3.0
3896,9,1,9.0
3897,0,1,0.0
3898,3,1,3.0
3899,5,1,5.0
3900,6,0,2.0
3901,1,1,1.0
